,Unnamed: 0,2023-04-24,2023-04-28,2023-05-02,2023-05-06,2023-05-10,2023-05-14,2023-05-18,2023-05-22,2023-05-26,2023-05-30,2023-06-03,2023-06-07,2023-06-11,2023-06-15,2023-06-19,2023-06-23,2023-06-27,2023-07-01,2023-07-05,2023-07-09,2023-07-13,2023-07-17,2023-07-21
0,2023-04-24,1.0,1.0000015611741535,1.0000035919004784,1.000030777654787,0.9999853770154956,0.9999726213930648,0.9999256884794772,0.9999310271681826,0.9998826826933548,0.9998549484767766,0.9999830896309132,0.9998841271837484,0.9997933449948768,0.9997328977454288,0.9997094021561052,0.9997207792297128,0.9997523232383242,0.9998488444638508,0.9998213470725494,0.99981549698377,0.9999158651037244,0.999933054686966,0.9998388166677455
1,2023-04-28,0.0,1.0,1.0000021407642097,1.000036579402644,1.0000111249835917,1.000003047438279,0.9999693320909278,0.9999751102511284,0.9999343695611688,0.999910376317386,1.0000198453187648,0.9999394946791114,0.999860569822518,0.9998071924994754,0.9997865118597968,0.9997968542002896,0.9998254844838388,0.9999132880856112,0.9998899068237233,0.9998846773493884,0.999974838492174,0.9999900172780984,0.9999068483738268
2,2023-05-02,0.0,0.0,1.0000000000000002,1.0000322577954044,1.0000008060164045,0.9999913218643842,0.9999536322305322,0.9999592782304508,0.9999162512382456,0.999891133161871,1.0000062164584662,0.9999202695941776,0.9998377794535596,0.9997822763204192,0.9997607492645436,0.9997714027282176,0.9998009091084188,0.999891333891838,0.9998667149653812,0.9998612988844294,0.9999545290341812,0.9999703124228208,0.9998838152560012
3,2023-05-06,0.0,0.0,0.0,1.0000000000000002,0.999986880132329,0.9999816956649964,0.9999561551730864,0.9999622048683368,0.9999261680214854,0.9999044892143714,1.000002406962364,0.9999335690878466,0.9998619803349768,0.9998129775467426,0.9997940386691736,0.9998037406522012,0.9998305677720722,0.999912976473179,0.9998921417324944,0.9998872962844076,0.999971141444885,0.9999850760965568,0.9999087560355802
4,2023-05-10,0.0,0.0,0.0,0.0,1.0,1.000006730644641,1.0000148588879236,1.00002202774771,1.0000053629398091,0.9999932156730196,1.000043563003181,1.0000221402835163,0.9999807649497642,0.9999497788569852,0.9999380137852648,0.9999450786188414,0.9999644799047692,1.0000246722519857,1.0000143260458565,1.0000110621447351,1.0000688972628724,1.0000777083134436,1.0000295940532171
5,2023-05-14,0.0,0.0,0.0,0.0,0.0,1.0,1.0000209203062755,1.000028514288585,1.000019210580464,1.000010685372299,1.0000429566938087,1.00003955051422,1.0000096571836292,0.9999855185326212,0.9999764800296436,0.9999825425035384,0.9999991213358504,1.0000508698744228,1.0000445097058388,1.0000418468897376,1.0000897968595237,1.0000966608048747,1.0000592658372265
6,2023-05-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0000083206008692,1.0000116031397406,1.0000092713526227,1.0000106357244658,1.0000380339085582,1.0000277747418955,1.0000153459588024,1.0000109702870892,1.000015318485615,1.0000270703110128,1.00006437848194,1.0000648344766652,1.0000631995879283,1.000094245065538,1.0000977794734671,1.0000787148507522
7,2023-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0000019157281552,0.9999989113931618,1.0000036320061032,1.0000276847870544,1.0000152935143949,1.0000015931683888,0.999996711151046,1.0000012454776517,1.0000135213992143,1.0000523973951372,1.0000521131579247,1.000050366653919,1.0000832475995256,1.0000871435449483,1.0000660884927763
8,2023-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0000001501331033,0.9999891295268728,1.0000288713331809,1.0000264805689665,1.000018744782173,1.0000162378842554,1.0000198990076503,1.0000297162087364,1.000061236937954,1.000064424545594,1.0000632016231978,1.00008747233857,1.00008967243774,1.000077953833222
9,2023-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9999861831381012,1.0000287119175997,1.0000280976916018,1.000021421499931,1.0000193365423988,1.0000228425398008,1.000032222947028,1.0000624370209408,1.0000662413886157,1.0000651114795696,1.0000878526157422,1.0000897514579912,1.000079691432208
10,2023-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9999934969269056,0.9999616310808876,0.9999363163485672,0.9999268095157932,0.9999330440425408,0.9999501073625032,1.000003305215037,0.9999962600986836,0.9999934940670488,1.0000431412765571,1.000050339639797,1.0000111035892174
11,2023-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.9999963800256768,0.9999879112774938,0.9999851124918152,0.999988880848036,0.9999990000030088,1.0000314239582044,1.0000341847061738,1.0000328974586807,1.0000582258647552,1.0000606343558835,1.0000477684345963
12,2023-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,1.0000024130434937,1.0000039475291025,1.0000061227232038,1.0000117559814068,1.000030760671862,1.000039855236076,1.0000395232165125,1.0000491432834753,1.0000484580307114,1.000052624983523
13,2023-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0000043457709915,1.0000054873363071,1.0000082102213332,1.0000185089536686,1.0000317124188,1.000032000106453,1.0000314295361672,1.0000287373388626,1.000043953947382
