,2023-04-24,2023-04-28,2023-05-02,2023-05-06,2023-05-10,2023-05-14,2023-05-18,2023-05-22,2023-05-26,2023-05-30,2023-06-03,2023-06-07,2023-06-11,2023-06-15,2023-06-19,2023-06-23,2023-06-27,2023-07-01,2023-07-05,2023-07-09,2023-07-13,2023-07-17,2023-07-21
2023-04-24,1.0,1.0049398613231513,1.0103625801052272,1.0135259176391904,1.0195598391439693,1.0298557303627407,1.035705735852371,1.0411651912057396,1.0492717276736676,1.0536798055816798,1.060674608636852,1.0798058186821589,1.0932281368494172,1.100688163494013,1.102582521463448,1.1025267840746038,1.111328189064062,1.1228759912718531,1.128564390289797,1.1431888143709632,1.1466548671549124,1.1472113742224015,1.1579553905420066
2023-04-28,,1.0,1.0054476051889116,1.0086097190756977,1.0146217333029974,1.0249496870840984,1.0307931240460737,1.036257281428468,1.0444372521665384,1.0488380983014596,1.0557982710445832,1.0735848478226546,1.0862221866814812,1.0935115806193445,1.09511982289272,1.095150747552547,1.1039845515463071,1.1156169278984658,1.1212975753403573,1.1355825640957187,1.1391446539187604,1.1397023100558168,1.150228408085919
2023-05-02,,,1.0,1.0031666771138348,1.0091523571270529,1.0195058903144383,1.0253358265486552,1.030800246787468,1.0390531724607777,1.0434412693991324,1.0503583321930383,1.0666689605143092,1.0784427833628722,1.0855411707725724,1.086836645207808,1.0869646109207436,1.0958331049546872,1.1075543084969588,1.1132243553616976,1.1271334488079103,1.130797297326089,1.1313553043272282,1.1416398337163105
2023-05-06,,,,0.9999999999999999,1.0059632006766763,1.016358323622242,1.0221863666923614,1.0276628590169448,1.036004295284879,1.040389380857332,1.0472794153955474,1.0621813926399255,1.0731372927022937,1.080066004616674,1.0810606434235668,1.0812874059326358,1.090212941702525,1.102048152734614,1.107721222152036,1.1212941430744527,1.1250664422801882,1.1256267908061426,1.1356984916269088
2023-05-10,,,,,1.0,1.010397185812493,1.016207809013892,1.0216818529304603,1.0300868701917196,1.0344550533179697,1.0412987640057438,1.0547492932048403,1.0648591207022537,1.0716021983212674,1.0722963042491247,1.0726308477912936,1.0816037364437714,1.0935252498778143,1.099186851881398,1.1123871954835782,1.116257188114349,1.116817684673981,1.1266493893859848
2023-05-14,,,,,,1.0000000000000002,1.00578934548729,1.011246902531918,1.0196815432835318,1.0240208701466464,1.0307982342330209,1.0428620256616488,1.0521588177245762,1.0587100526087503,1.0591292026677337,1.0595640844249037,1.0685452201576304,1.0804959334546322,1.086123872529783,1.0989275729304175,1.1028748216645652,1.1034350856143194,1.113005594017048
2023-05-18,,,,,,,1.0000000000000002,1.0054644381167341,1.0139665260448096,1.0183005613934175,1.025044013160826,1.0357821177683135,1.0443098965515856,1.0506986150592716,1.0508457483490865,1.0513721149203366,1.0603795294278007,1.0724076715147848,1.07802789420168,1.0904959716014382,1.0945418187323606,1.0951077079664542,1.1044632871202402
2023-05-22,,,,,,,,0.9999999999999999,1.0085638378019088,1.0128946017130938,1.0196081554286016,1.0290985528861563,1.0369048254434188,1.0431435829036737,1.0430353388061617,1.0436487463565276,1.0526817019182388,1.0647842663934415,1.0703977909259137,1.082551761011934,1.0866925228002526,1.0872639973718516,1.0964184001464847
2023-05-26,,,,,,,,,1.0,1.0043190838279101,1.0109855016585332,1.019296203832559,1.0264150879530765,1.0324976685434384,1.0321551057366785,1.0328473799388342,1.0418733534651299,1.0540033502351234,1.0595911079705007,1.0714151722122929,1.0756306876914314,1.0762050930960156,1.085143123854473
2023-05-30,,,,,,,,,,1.0,1.0066445515985807,1.0138851773981843,1.0203857860406713,1.0263431180914364,1.025774799752582,1.0265231539804647,1.0355438131146122,1.047739043894768,1.0533247775766654,1.0648887629223684,1.0691973595542728,1.0697806613428198,1.0785527383381022
2023-06-03,,,,,,,,,,,1.0000000000000002,1.0060881379285318,1.0119190050002465,1.0177309618817183,1.0169253961918912,1.017735634426277,1.0267333030271977,1.0389729163599604,1.0445447603150158,1.0558074187481583,1.0602046802316283,1.0607954132723552,1.0693717805919
2023-06-07,,,,,,,,,,,,0.9999999999999999,1.0051272465254482,1.0107924100640417,1.0097334880739495,1.0105983227904527,1.0195635397194376,1.0318722052767488,1.0374438072759669,1.0484135134203896,1.0529178305956957,1.053521113776137,1.0619095006821508
2023-06-11,,,,,,,,,,,,,1.0000000000000002,1.005541245425284,1.004281684232468,1.0051929197000442,1.0141161849818658,1.02648651237553,1.0320631382772758,1.042795853969904,1.0473924208909295,1.0480073868594726,1.0562425961775035
2023-06-15,,,,,,,,,,,,,,1.0000000000000002,0.9985688669326617,0.9995129209867883,1.008362349933854,1.0207874177808423,1.0263717897176718,1.0368800610707654,1.041565932622184,1.0421935401377938,1.0502802908883488
2023-06-19,,,,,,,,,,,,,,,0.9999999999999999,1.0008995265165719,1.0096545405306876,1.022213202976958,1.027857494590683,1.0382733852282824,1.0430727798688066,1.0437209239152052,1.051745338056502
2023-06-23,,,,,,,,,,,,,,,,1.0,1.0087033515009067,1.0213875055118489,1.0270537324735753,1.0372168765207248,1.042111583024933,1.0427594543357839,1.0506253517703428
2023-06-27,,,,,,,,,,,,,,,,,1.0,1.012679636827282,1.0182834881024476,1.0278404448579301,1.0328157845225177,1.0334537096039047,1.040961910133299
2023-07-01,,,,,,,,,,,,,,,,,,0.9999999999999999,1.005589323863662,1.0146848678383469,1.0197203808038957,1.0203625489349284,1.0275859592800853
2023-07-05,,,,,,,,,,,,,,,,,,,1.0,1.0087702053890375,1.013896740278527,1.0145550688532288,1.0215903322354767
