,2023-04-24,2023-04-28,2023-05-02,2023-05-06,2023-05-10,2023-05-14,2023-05-18,2023-05-22,2023-05-26,2023-05-30,2023-06-03,2023-06-07,2023-06-11,2023-06-15,2023-06-19,2023-06-23,2023-06-27,2023-07-01,2023-07-05,2023-07-09,2023-07-13,2023-07-17,2023-07-21
2023-04-24,0.9999999999999999,1.000330093908312,1.0006174536048182,1.000950800363065,1.0012841805846988,1.000894055861634,1.0008798498440818,1.0008298196574579,0.999344786947471,0.9994005555063791,0.9983655122126313,1.001428289186894,1.0037775263019533,1.004314625203456,1.0086564423154414,1.0111157525924221,1.0139253194725877,1.0130816418352278,1.0144061528298869,1.0143872580597715,1.0136401818524252,1.017048843794774,1.0172883785764315
2023-04-28,,1.0,1.0003016954392707,1.0006181984557694,1.0009587789622185,1.0006446397933855,1.0006378417534278,1.0005961393297496,0.9991891395651751,0.9992369099970209,0.998223132901842,1.000900395682646,1.0030227052364324,1.003521905162831,1.0076846699325666,1.0101177252998725,1.0129601712791496,1.0122366362882373,1.0135450913955644,1.0134966519219768,1.012794782544182,1.0161237695162035,1.0163431302470411
2023-05-02,,,1.0,1.0002884665320535,1.0006498120904643,1.0004826838128287,1.0004934390119846,1.000470351477885,0.9992107978953861,0.9992494035479961,0.9982943595342274,1.000511291241656,1.0023616029659512,1.00282765427363,1.0066979621911074,1.009049676778071,1.0119306951296068,1.0114258445256792,1.012705107096928,1.0126793187522845,1.0120512035624045,1.0152232787704691,1.015456860011749
2023-05-06,,,,1.0,1.000298449716674,0.999924978207828,0.9998785074124054,0.9998087980324993,0.9983733944346344,0.9983847676831769,0.9972903931765632,0.9990272734078883,1.0005947817004224,1.0009495277115241,1.0049619439571191,1.0075145522124433,1.0104297055539826,1.0097221722042296,1.0110231717777036,1.0106925087820586,1.0100229353733037,1.013376669184233,1.0134102153020288
2023-05-10,,,,,1.0,0.9998135562992595,0.999796387511939,0.9997565943787551,0.9985173014790409,0.9985210652110186,0.9975195820226336,0.998843194137399,1.000170436906547,1.0005156275202354,1.004179340256326,1.006614406161056,1.0095858851897404,1.0091693456181172,1.0104352703530044,1.0101946571216212,1.009615021993581,1.012756620728258,1.012848442928431
2023-05-14,,,,,,1.0,1.0001760096522523,1.0003019403797058,0.9998771517774243,0.9999169009557441,0.9994027799885562,1.0005564724874825,1.001791437672028,1.002313965260992,1.004848343958784,1.006622371847652,1.009661487826439,1.0103319074509896,1.0114711770445124,1.0120042428366485,1.011727846673293,1.0140132185406467,1.0146103607088441
2023-05-18,,,,,,,1.0,1.0001552827480766,0.9998796443087921,0.999920958507229,0.9994834909293298,1.0003840576739709,1.0014752687096258,1.0020032103958838,1.0042927507069916,1.0059742962739673,1.0090452180129375,1.0099278924099855,1.011043688459651,1.0116615846518577,1.0114547708104298,1.0135856869610838,1.0142380450118524
2023-05-22,,,,,,,,1.0,0.9998404439247532,0.9998836484987031,0.999507927215889,1.0001949120187381,1.001167255846304,1.0017010370563975,1.0037944793847204,1.005406522910017,1.0085070505497835,1.0095614419137178,1.0106589033095217,1.0113431250114508,1.0111940975678098,1.0132018202682949,1.01389701503321
2023-05-26,,,,,,,,,1.0,1.0000830895827242,1.0001143012774827,1.0007024987153426,1.001625421121061,1.0023138526864077,1.0034900959917747,1.0045532180489198,1.0076885388869044,1.0096234170110805,1.0106165572738903,1.0119473633248997,1.012050591341277,1.013356230243317,1.0144735603349746
2023-05-30,,,,,,,,,,1.0,1.0000211155758525,1.0004858193242177,1.0013408319505581,1.0020170710248035,1.0031764970107444,1.0042491466409547,1.0073759677129395,1.0093111878229792,1.010306852603426,1.011607724166609,1.0117262990363722,1.0130417311202338,1.0141383924949678
2023-06-03,,,,,,,,,,,1.0,1.000342327911697,1.0011312355529745,1.0018870160640736,1.0025137668258859,1.0032715033079236,1.006394345948681,1.008825264945369,1.0097628595703767,1.0114155615961349,1.0116884022600778,1.0126105061148518,1.0139359284338954
2023-06-07,,,,,,,,,,,,1.0,1.0006737429977879,1.0014196639523545,1.0019258223128318,1.0026310763563637,1.0057191668440997,1.0082370417000095,1.00916875425485,1.010841831422899,1.0111632383944762,1.012028319694301,1.0133652052404896
2023-06-11,,,,,,,,,,,,,1.0,1.0007172085976044,1.001118471498461,1.001793815994955,1.0048353808145125,1.0074226714555496,1.0083529222418148,1.0100079453035296,1.0103776716306831,1.0112047113273621,1.01252722478948
2023-06-15,,,,,,,,,,,,,,1.0,1.0001590101078246,1.000695148792927,1.0036643146252566,1.0064729737350993,1.0073893453095273,1.0091486531093872,1.0096123195404085,1.0102816082346904,1.0116673375462626
2023-06-19,,,,,,,,,,,,,,,1.0,1.0012694682793566,1.004085981158898,1.0057280307003407,1.0068217424437758,1.007586692675392,1.0077662361062876,1.0094335111770318,1.010157199521564
2023-06-23,,,,,,,,,,,,,,,,1.0,1.0027133803745643,1.0035610662826964,1.0047477707949555,1.0046897530718664,1.0046683720459864,1.006994990399412,1.0071780374007675
2023-06-27,,,,,,,,,,,,,,,,,1.0,1.0010192343997089,1.0021015423090067,1.0018687097976524,1.001910487729815,1.0040054124867577,1.004105551981267
2023-07-01,,,,,,,,,,,,,,,,,,1.0,1.00092765414859,1.001582439698507,1.002007096191877,1.0029956513529474,1.0036938130871458
2023-07-05,,,,,,,,,,,,,,,,,,,1.0,1.0004230806845131,1.0008237635159893,1.001935437509854,1.0025002789900976
2023-07-09,,,,,,,,,,,,,,,,,,,,1.0,1.0006726032811455,1.0010743844866064,1.0020620518323953
2023-07-13,,,,,,,,,,,,,,,,,,,,,1.0,1.0002035969676335,1.001289032362884
2023-07-17,,,,,,,,,,,,,,,,,,,,,,1.0,1.000543484031813
2023-07-21,,,,,,,,,,,,,,,,,,,,,,,1.0
