,2023-02-24,2023-02-28,2023-03-04,2023-03-08,2023-03-12,2023-03-16,2023-03-20,2023-03-24,2023-03-28,2023-04-01,2023-04-05,2023-04-09,2023-04-13,2023-04-17,2023-04-21,2023-04-25,2023-04-29,2023-05-03,2023-05-07,2023-05-11,2023-05-15,2023-05-19,2023-05-23,2023-05-27,2023-05-31,2023-06-04
2023-02-24,1.0,1.015766441763256,1.0480552049911616,1.0572951542101259,1.0600720390211782,1.0495521922134714,1.0601674975834239,1.0603523744777223,1.0637487554153413,1.0590666067995191,1.0535434565816537,1.0549795231802794,1.0555630459237468,1.054588246669363,1.0560233077610655,1.0585311773026804,1.056831838012857,1.0576845742581642,1.0555860110216346,1.0629033410509467,1.0657959124007597,1.067183063876205,1.0693838294656668,1.0753432751273426,1.0753672813189985,1.0774531326352987
2023-02-28,0,1.0,1.03167683571213,1.0407448313840026,1.0434430145984963,1.03326732330993,1.0437566489886283,1.0439437078283444,1.0472107081560345,1.0427134572679857,1.0373468821035507,1.0387503911017373,1.0393327143523399,1.038500065441624,1.0397991703118346,1.0421759934788808,1.0405408996133738,1.0413500654196066,1.039317896535789,1.0464628108473097,1.049259647890616,1.0506164456532505,1.0527777554990365,1.05861337244938,1.0586782455425923,1.0607206959820545
2023-03-04,0,0,1.0,1.0089087743445275,1.0115387888089813,1.0017531582545067,1.0121767637764205,1.0124224110160582,1.0155739237802905,1.0113126807999144,1.0061541191105094,1.0075591086554654,1.0081769570461052,1.007547698331259,1.0087124353928838,1.0109583754338394,1.009428403251139,1.0102187785622794,1.008293455436068,1.0152779147723856,1.0179788618908605,1.0193178686120872,1.0214527470662356,1.0271672477814704,1.027295667867668,1.0293031851672314
2023-03-08,0,0,0,1.0,1.002595704805063,0.9930266010785579,1.0034955654176494,1.0037715177619042,1.0068489635241005,1.0027289009204718,0.9976729273293514,0.999080761004413,0.9997218364183686,0.9992456807885618,1.0002979250444481,1.0024498047697576,1.000978316896471,1.0017488489132043,0.9998786289278195,1.0067977133446875,1.0094439256335257,1.010777564339509,1.0129091645148545,1.0185833720229869,1.0187621400336946,1.0207589533843777
2023-03-12,0,0,0,0,1.0000000000000002,0.9905244173733502,1.0010521962505599,1.001348252374434,1.0043946280864986,1.0003427468228603,0.995330810861539,0.9967459036286946,0.9974033409523589,0.9970131432085957,0.9980063508889759,1.0001126213004792,0.9986708967651103,0.9994338191177798,0.9975902918022705,1.0044942662692615,1.0071180918477218,1.0084532991021686,1.010589999447412,1.0162588762249996,1.0164670239661253,1.0184642292651376
2023-03-16,0,0,0,0,0,1.0,1.0107284382035986,1.0110506137629107,1.0140781364624907,1.0100828801685215,1.0050780030998836,1.006514625320852,1.007199467965329,1.0069332864921245,1.0078418847090431,1.0098977695761038,1.0084812183918799,1.0092360658966875,1.0074084025844112,1.0143620767950892,1.0169787515949833,1.0183290788859747,1.0204953493761717,1.0262176575048336,1.026471634556981,1.028490052039836
2023-03-20,0,0,0,0,0,0,1.0,1.0003493212013308,1.003186645336088,0.9994914555485225,0.9946981511799786,0.9961123230931933,0.9968220182824638,0.9968690001936188,0.9975100999690116,0.9993409501341434,0.9980330721875148,0.9987207556762963,0.9969950276113978,1.0037717134558855,1.0062548174874966,1.0075801516679306,1.009724239329686,1.0153380645165875,1.015692117683045,1.0176747515487297
2023-03-24,0,0,0,0,0,0,0,0.9999999999999999,1.0027188239329075,0.9992192764986648,0.9945467829140952,0.9959566496413741,0.9966917510788657,0.9969750415245339,0.997421400807787,0.9990990143406545,0.9978629312485082,0.9985067723714481,0.9968444248515408,1.0035440772701576,1.0059475531088051,1.0072653278428252,1.009410569194318,1.014988835961354,1.0154211220501148,1.0173933170313083
2023-03-28,0,0,0,0,0,0,0,0,1.0,0.9966099001728155,0.99200879250797,0.9934213817149017,0.9941749911094517,0.9945887444534175,0.9949354565995738,0.9965341979472017,0.9953415617493737,0.995966580530055,0.9943434333162859,1.0010034993319046,1.0033656051244257,1.0046811742127837,1.00682845972486,1.0123872970436285,1.0128630752203183,1.0148307150367746
2023-04-01,0,0,0,0,0,0,0,0,0,0.9999999999999999,0.995456031480709,0.996874963774386,0.9976503412378815,0.998215894496491,0.9984444476935697,0.9999563399374539,0.998805368030187,0.9994080914334605,0.9978194430904578,1.0044634351170783,1.0067874787703932,1.008105405000279,1.010264203354532,1.0158267697356065,1.0163544844827859,1.0183253538681016
2023-04-05,0,0,0,0,0,0,0,0,0,0,1.0,1.0014215757416958,1.0022166716319674,1.0029423017074053,1.003040923080875,1.0044566090904656,1.0033479663600036,1.003923433347753,1.0023695763587244,1.0089906425524422,1.0112714636535929,1.0125898376094706,1.0147585700997301,1.0203214923519481,1.0209035015484287,1.0228758036736412
2023-04-09,0,0,0,0,0,0,0,0,0,0,0,1.0000000000000002,1.0008086215739962,1.0016874775315792,1.0016558452790858,1.0029666573045273,1.0019060171237406,1.0024499553710775,1.0009394250667163,1.0074953442075232,1.009718619626024,1.0110286857930255,1.0131931682975759,1.0187211138634977,1.0193528402239735,1.0213138044904235
2023-04-13,0,0,0,0,0,0,0,0,0,0,0,0,0.9999999999999999,1.001024937833606,1.000868599975322,1.0020795533488718,1.0010638549284507,1.0015774836293874,1.000107269749507,1.0066030624560283,1.0087720816927765,1.0100744687808232,1.0122354567532708,1.0177318904859516,1.018411041140769,1.0203617285688562
