,2023-02-24,2023-02-28,2023-03-04,2023-03-08,2023-03-12,2023-03-16,2023-03-20,2023-03-24,2023-03-28,2023-04-01,2023-04-05,2023-04-09,2023-04-13,2023-04-17,2023-04-21,2023-04-25,2023-04-29,2023-05-03,2023-05-07,2023-05-11,2023-05-15,2023-05-19,2023-05-23,2023-05-27,2023-05-31,2023-06-04
2023-02-24,1.0,1.0037664328346299,1.0162659215636325,1.0207328850824822,1.0260240390779651,1.0359538762647256,1.034375490756307,1.0367052190859527,1.0398516529935864,1.0435813868177024,1.0456271147869818,1.0460381323652,1.0460641200574319,1.0449141499746828,1.045692245058504,1.0462311120265886,1.0460827073783692,1.0460467173470014,1.0459458578689524,1.045007739272359,1.0451662718961063,1.0452672091923032,1.044851852666397,1.0426509934974364,1.0425052203590486,1.0418611575150323
2023-02-28,0,1.0,1.0157097418043506,1.0209293669581532,1.0257605898238304,1.032284777059116,1.03278856679621,1.0347454332492614,1.0378807023747814,1.0402222658352696,1.0409991086969417,1.0415774295537115,1.0417017080687612,1.0406488057110315,1.041480099486883,1.0423081361376096,1.0419139369186736,1.0420146590448367,1.0415893641038485,1.0420302667426244,1.0426268449737126,1.0429405028100844,1.0429645433416421,1.0421204364202323,1.042022022816476,1.0418279181239873
2023-03-04,0,0,1.0,1.0063142990143414,1.0104876382392436,1.0122103149113357,1.0157560117913453,1.0172396054184356,1.0203630807535204,1.0207915063371935,1.0198289340320894,1.0206786641398895,1.0209813026035381,1.020144970726841,1.0210385464526013,1.022264674643301,1.0215681442162106,1.0218845068979714,1.0210444779721681,1.0234513191294046,1.0246642222818403,1.0252921993892674,1.0259563829349219,1.0270575811756755,1.0270561282025317,1.0275166206484945
2023-03-08,0,0,0,1.0,1.004025776959624,1.0048895643970894,1.0090845398640944,1.0104895063518606,1.0135744791422845,1.0136935541876837,1.012436266248211,1.013343123655158,1.0136949960677224,1.0129877463595085,1.0138312528440299,1.0150864206289292,1.0143607737531612,1.0147095274731717,1.013815717009231,1.0165858840623399,1.0178957941486722,1.0185861360567434,1.0193801511311797,1.020858446610952,1.0209045266655663,1.0214944186106498
2023-03-12,0,0,0,0,1.0,1.001524061586624,1.0053973428495449,1.0068838294192115,1.0099487300269605,1.0103618022728138,1.0093618970848564,1.0102465653042725,1.01059547468319,1.0099375531127759,1.0107298498157657,1.0119019786124799,1.0112442719866932,1.0115654751625973,1.0107513862525865,1.0132675274622152,1.014485090404759,1.0151404431251803,1.015861548636402,1.017095266088047,1.017154612408343,1.0176654075345293
2023-03-16,0,0,0,0,0,1.0,1.0009627633155964,1.0029844391680696,1.006025645446457,1.0084707564819955,1.0093131790006358,1.0099629016894336,1.0101865502933753,1.00948183344157,1.010134894192993,1.0108481976010157,1.0105710076602825,1.0106880120430524,1.0103636473649815,1.0108951625185256,1.0114692036474962,1.0118249441554001,1.0119252061325181,1.0112134514859061,1.011231431313945,1.0110985509293489
2023-03-20,0,0,0,0,0,0,1.0,1.0016778295256907,1.0046219029300998,1.0058459275387268,1.0055307283229624,1.0063475234262487,1.0066930235094274,1.006278384336049,1.0068295413204735,1.0077087522343777,1.0072479644608996,1.0074682112854751,1.0068753479713088,1.0087208633024989,1.0096703792075463,1.01023496914341,1.0107781263680895,1.0114022370073519,1.0115321279484533,1.0118460025655047
2023-03-24,0,0,0,0,0,0,0,1.0,1.0028805746661438,1.0043570001138038,1.0042438917355196,1.0050435623852807,1.0053969123387327,1.0051162576589072,1.005548705070661,1.0063105277693098,1.005920262746677,1.0061030130378426,1.005583993933493,1.0072453363707201,1.0081084812669727,1.0086509099676386,1.0091539264109892,1.0096258527351571,1.0097967901512763,1.010062893561534
2023-03-28,0,0,0,0,0,0,0,0,1.0,1.001567351519674,1.001523266403666,1.0023254257942755,1.0026919281280322,1.0024921855611144,1.0028663648796867,1.0035782809820133,1.0032220751345524,1.0033941954419425,1.0029082385503612,1.0045238053739605,1.0053577546776518,1.0058981096131099,1.006397492022615,1.0068377698500952,1.0070348275904006,1.0072930922905488
2023-04-01,0,0,0,0,0,0,0,0,0,1.0,1.0007205583633458,1.001428624758279,1.0017468128150553,1.00153531806858,1.0018508893815123,1.0023737738668095,1.0021785891188177,1.0022680743081123,1.0019883007977106,1.002785980936741,1.0033582141641446,1.0037787584859545,1.0040260270554233,1.0036707130851044,1.003852458843485,1.0038496281001876
