,2023-04-24,2023-04-28,2023-05-02,2023-05-06,2023-05-10,2023-05-14,2023-05-18,2023-05-22,2023-05-26,2023-05-30,2023-06-03,2023-06-07,2023-06-11,2023-06-15,2023-06-19,2023-06-23,2023-06-27,2023-07-01,2023-07-05,2023-07-09,2023-07-13,2023-07-17,2023-07-21
2023-04-24,1.0,1.0032170445369224,1.0060207337642093,1.0086777978910189,1.0112427078070247,1.0136255417500182,1.0158759182111992,1.0182331106900855,1.0202502783525984,1.023460799019826,1.025343440704481,1.0264465989461562,1.0340372377073705,1.0352780664795174,1.0379624358613935,1.0429501523181193,1.0440368264396387,1.043598423294083,1.0468755587117344,1.0525319237030297,1.053846192329876,1.0548319792847936,1.0541295432847029
2023-04-28,,1.0,1.0028000300166697,1.005467307329612,1.0080791846011892,1.0104910134599883,1.0127744841373945,1.0151245745014632,1.017149433857668,1.0202812101235386,1.0221849909893586,1.0233652811431957,1.0302378912103993,1.031474245349538,1.0339605241235197,1.0385192768502685,1.0396107105842929,1.0393065031389992,1.04233547835973,1.047502677075641,1.0487501077346326,1.0497835971505722,1.049274814848429
2023-05-02,,,1.0,1.0026662254782284,1.0052944791472551,1.0077246504125965,1.0100203059039203,1.0123622773748375,1.0143838405418726,1.0174409947302245,1.0193834010810916,1.020608595640704,1.026839670403825,1.0280632343304856,1.0303726809616727,1.034557230983296,1.0356554853426925,1.0354780646189958,1.0382848909972604,1.0430233142032308,1.0442236690266098,1.0453002679264414,1.0449472684788597
2023-05-06,,,,1.0,1.002668616037796,1.0051229558677084,1.007446967385518,1.0097831284604848,1.0118116997276125,1.014804664574421,1.016762548761742,1.0180527150133531,1.0236966456514884,1.0249172133689355,1.0270646253739528,1.0308976088158723,1.0319994622275424,1.0319311282996173,1.034535022147895,1.0388727141865703,1.0400173060837024,1.0411327711170428,1.0409394917561594
2023-05-10,,,,,1.0,1.0024879222234846,1.004863210242624,1.0071954234040381,1.0092443467007854,1.0121789932736673,1.0141244207190114,1.015511419328707,1.0205742587387938,1.0218036356617124,1.0237903039869711,1.0272627369473093,1.028364296680761,1.0283941647325887,1.0307976212117949,1.0347271754578977,1.0357989981425557,1.036951837567309,1.0369399990623296
2023-05-14,,,,,,1.0,1.002404052683419,1.004731164372443,1.0067878518525122,1.0096619126760886,1.0116208301201965,1.0130719562990647,1.017574662169446,1.0188020310747727,1.0206341847708043,1.0237705706064053,1.0248755120208137,1.0250090358162216,1.0272190153665837,1.0307656856248562,1.0317833954792608,1.032973471727118,1.0331155413526034
2023-05-18,,,,,,,1.0,1.0023225679085381,1.0043922065617388,1.0072104285304995,1.00916926201579,1.0106955946031477,1.0146652377688723,1.0158957186701043,1.0175805263196103,1.0203913498337582,1.021497531514825,1.0217251082442773,1.023750999781177,1.0269280077261995,1.0278861987670602,1.0291108976921435,1.0294096288777774
2023-05-22,,,,,,,,1.0,1.002067499168512,1.0048232355159674,1.0068133548735398,1.008378932116031,1.0118090352822646,1.013029303519812,1.0145653862003021,1.0170609473029815,1.0181727133694711,1.0185065023837823,1.020345592874118,1.0231614900789225,1.0240793184514918,1.025340250190256,1.0257710590298061
2023-05-26,,,,,,,,,1.0,1.0027047082266392,1.0047050918845186,1.0063246491534836,1.009286214741073,1.0105048286451417,1.0119115402789343,1.0141256416750843,1.0152399301195525,1.015660019363164,1.0173371526050445,1.0198324294316023,1.020704489812822,1.021996254636579,1.022556053716675
2023-05-30,,,,,,,,,,1.0,1.00202959111359,1.0037003879344628,1.0060523463527233,1.0072618847245096,1.0085004356710772,1.0103555791856602,1.0114752680033878,1.0120131885395156,1.013479305076043,1.0155640506874801,1.0163866680472364,1.0177190353126686,1.0184330217762116
2023-06-03,,,,,,,,,,,0.9999999999999998,1.0016583703676134,1.0035107369109486,1.0046932443453722,1.0057947447114959,1.0073770519082543,1.0085079003206587,1.0091590384734654,1.0104516770287864,1.0122195232640885,1.0130313735176217,1.0143991643878725,1.0152004149954204
2023-06-07,,,,,,,,,,,,1.0,1.0014935458737366,1.0026872164275267,1.0036892137516364,1.0050425884202556,1.0061712349309344,1.0068780792174905,1.0080470860267607,1.00955714246604,1.0103152831439313,1.011705468785553,1.0126302148579187
2023-06-11,,,,,,,,,,,,,1.0000000000000002,1.00120041960194,1.002129235539482,1.0033157193073017,1.0044433136940674,1.0051925067144214,1.0062704673452239,1.0075922470018857,1.0083131736038191,1.0097200767712893,1.0107327765661587
2023-06-15,,,,,,,,,,,,,,1.0,1.0008697606516395,1.001923265278452,1.003050663376747,1.003835613900548,1.0048399664064454,1.0060113228079413,1.0067048420850426,1.0081255222195018,1.0092059081907816
2023-06-19,,,,,,,,,,,,,,,1.0000000000000002,1.0009624197982703,1.00209050494288,1.0029025945382983,1.0038551046822821,1.004922891634742,1.0056006088108973,1.0070312887891313,1.008154806385703
2023-06-23,,,,,,,,,,,,,,,,1.0000000000000002,1.0011296716170277,1.0019717695549188,1.0028708401022177,1.00383425302699,1.004499255476762,1.0059406000835782,1.0071040254747328
2023-06-27,,,,,,,,,,,,,,,,,1.0,1.0008813390977218,1.0017153977568023,1.0025556115248364,1.0032104113844948,1.0046648788525254,1.0058695711415986
2023-07-01,,,,,,,,,,,,,,,,,,1.0,1.0007797406205436,1.001521298899096,1.0021740101793228,1.003640110558245,1.0048711244390451
2023-07-05,,,,,,,,,,,,,,,,,,,1.0,1.0006602064332744,1.0012973882692535,1.0027709420885564,1.0040395417837569
2023-07-09,,,,,,,,,,,,,,,,,,,,0.9999999999999998,1.0006295568325954,1.0021096224776027,1.0034023749001015
