,2023-03-24,2023-03-28,2023-04-01,2023-04-05,2023-04-09,2023-04-13,2023-04-17,2023-04-21,2023-04-25,2023-04-29,2023-05-03,2023-05-07,2023-05-11,2023-05-15,2023-05-19,2023-05-23,2023-05-27,2023-05-31,2023-06-04,2023-06-08,2023-06-12,2023-06-16,2023-06-20,2023-06-24,2023-06-28,2023-07-02,2023-07-06,2023-07-10,2023-07-14,2023-07-18,2023-07-22
2023-03-24,1.0,1.000014654259376,1.0001839779217006,1.0002326007805293,1.0003056037566849,1.0004085244727774,1.0004158535957666,1.0003999396197163,1.0004685054143487,1.000477277825055,1.0004759888146497,1.0005161364166488,1.0004903034618349,1.0005211597243835,1.0004790480443762,1.0004642410387652,1.0004167336518317,1.0003894351530005,1.000497918683208,1.0004227260928067,1.0003098628423122,1.000313553621682,1.0002796341519757,1.000283436769576,1.0004223221514639,1.0004086496515796,1.0003729348281851,1.0003701024609506,1.000475220170433,1.000461631628846,1.000392742784058
2023-03-28,0,0.9999999999999998,0.9997828502737396,0.9998488108456403,0.9999196784084001,1.000094584600748,1.0001142301421506,0.9999889586326932,1.0001496862853234,1.0001923163342548,1.0001444886533124,1.000276540306232,1.0003552095594501,1.000380812753011,1.0004112416581543,1.0004192490552486,1.0004202977650682,1.000416592655334,1.000423803351738,1.000446258597202,1.0004242192599715,1.0004262734876372,1.0004161616196585,1.0004184720776361,1.0004715831830848,1.000472742017814,1.0004679404174457,1.0004670006318082,1.0005039622972363,1.0005016235028361,1.0004830543286805
2023-04-01,0,0,1.0,1.0000390057226685,1.0001132469607623,1.0001761703713319,1.0001766491237092,1.0002215930764324,1.000238907944679,1.0002288410539037,1.0002534547418858,1.0002424755730914,1.000158458767576,1.0001922599053903,1.0001097432392472,1.0000822275855015,1.0000076613846456,0.9999672121499382,1.0001321383004145,1.0000025434323363,0.9998390504840685,0.9998436546852956,0.9997964607422081,0.9998010964886772,0.9999878186339993,0.9999658816598059,0.9999129361291944,0.9999090484172422,1.0000521735432304,1.000032314107705,0.9999353702863749
2023-04-05,0,0,0,1.0,1.0000740102198296,1.0001457282795587,1.000147707722683,1.0001793463435156,1.0002078960386702,1.0002019500553123,1.0002209036216039,1.0002211167664343,1.0001497984358174,1.0001829728611669,1.0001092613908082,1.0000845144045905,1.0000158345021581,0.9999782437623412,1.0001308966260234,1.0000131472798712,0.9998606551943451,0.9998650618223768,0.9998207498244446,0.999825205601311,1.000001551195463,0.9999814125052726,0.9999322123365919,0.9999285536710304,1.0000634315550696,1.000044934876003,0.9999540834256655
2023-04-09,0,0,0,0,0.9999999999999998,1.000069435707391,1.000071022668666,1.000106155609876,1.0001317710680753,1.0001247439666032,1.0001451856477006,1.0001424673249966,1.000067801909483,1.0001011502796797,1.0000251107593643,0.9999996312878718,0.9999293893488989,0.9998910388040403,1.0000469513982644,0.9999260646678377,0.9997706461770549,0.9997751058551284,0.9997300259256585,0.999734530156282,0.9999136456760702,0.9998930300274065,0.9998428343348693,0.999839114596516,0.9999761924474462,0.9999573333695962,0.9998648593617465
2023-04-13,0,0,0,0,0,1.0,1.0000056351711821,1.0000048333296068,1.0000607435111961,1.000064842724573,1.000069992878525,1.0000974792004813,1.0000571453563167,1.000088773548864,1.0000365608431738,1.000018574737225,0.9999642779724124,0.9999336743851466,1.000056332108394,0.9999675154692592,0.9998419178036323,0.9998458404548684,0.9998085766158952,0.9998125912839482,0.9999635500634578,0.9999478049856144,0.9999077597493444,0.9999046613241985,1.0000193649032987,1.000004199604371,0.9999282461900935
2023-04-17,0,0,0,0,0,0,0.9999999999999998,0.9999933525859227,1.0000542043044902,1.00006011439173,1.0000627783832958,1.000095184671827,1.0000604256003656,1.0000917816755013,1.000043432081833,1.0000266605164116,0.9999749442792986,0.9999455934126665,1.0000628715415538,0.9999792500091222,0.9998584726188977,0.999862308868649,0.9998263073749687,0.9998302433847667,0.9999766587516054,0.9999617021194428,0.9999232982741363,0.9999203001616203,1.00003139211709,1.0000168239805884,0.9999435394246763
2023-04-21,0,0,0,0,0,0,0,1.0,1.0000147030868125,1.000003652805294,1.0000296338787271,1.000016009147192,0.9999288800720815,0.9999628806812584,0.999878168425206,0.9998499599720128,0.9997738959992092,0.9997327128626454,0.9999007765770583,0.9997681992592656,0.9996018698001556,0.9996065275244703,0.9995585837392417,0.9995632689232868,0.9997527168876483,0.9997303236434364,0.9996764165955598,0.9996724690771382,0.9998177525047461,0.9997975422989583,0.9996990176941755
2023-04-25,0,0,0,0,0,0,0,0,1.0,1.0000017656273072,1.000010131400397,1.000031295529642,0.9999837196652364,1.0000157338875648,0.9999584761174664,0.9999389021490968,0.9998812140232014,0.9998489594391013,0.9999786974732432,0.9998830758382617,0.9997511167933395,0.9997551553028623,0.9997162207354121,0.9997203413651223,0.9998773318727214,0.9998605515362349,0.9998183431218607,0.9998151117812702,0.999934604258892,0.9999186513096624,0.999839168734673
2023-04-29,0,0,0,0,0,0,0,0,0,0.9999999999999998,1.0000005845920104,1.0000371248907394,1.0000070139814325,1.0000381581278106,0.9999930173022817,0.9999772537631854,0.9999276711633412,0.999899353932749,1.0000121888683857,0.9999328731006552,0.9998160690281888,0.9998198349007776,0.9997848717440674,0.9997887439075562,0.9999314306017507,0.9999171262998406,0.9998800768144609,0.999877161144471,0.9999852864539122,0.9999712107529639,0.9999001228829316
